Start Date,End Date,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,latitude,longitude,User Language,Q_RecaptchaScore,List of Countries,ds_interest,ds_years,treatment,treatment_check,control,control_check,quiz_1,quiz_2,quiz_3,quiz_4,quiz_5,quiz_6,quiz_7,quiz_8,quiz_9,quiz_10,external_resource,gender,age,education_level,enter_raffel,quiz_score,quiz_1_answr,quiz_2_answr,quiz_3_answr,quiz_4_answr,quiz_5_answr,quiz_6_answr,quiz_7_answr,quiz_8_answr,quiz_9_answr,quiz_10_answr,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,quiz_7_correct,quiz_8_correct,quiz_9_correct,quiz_10_correct,"country,state",sc_string
11/12/21 19:58,11/12/21 20:06,136.34.37.0,100,462,1,11/12/21 20:06,R_3r2QJCFA9027vXU,39.08309937,-94.58529663,EN,0.899999976,187.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,1,0,0,0,1,1,0,1,0,1,"United States,Missouri",1223211241
11/12/21 21:02,11/12/21 21:07,97.113.159.246,100,299,1,11/12/21 21:07,R_1eDKsu0PYu96Nzr,47.57409668,-122.3974991,EN,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,1,0,1,1,1,"United States,Washington",3324114211
11/13/21 0:04,11/13/21 0:16,172.113.57.144,100,747,1,11/13/21 0:16,R_1rNxoN6NrmWgUgh,34.10040283,-118.2946014,EN,0.899999976,187.0,1.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,0,0,0,"United States,California",4332112332
11/13/21 0:04,11/13/21 0:17,47.188.173.173,100,809,1,11/13/21 0:17,R_CZJkfywGS596uQx,33.07339478,-97.30509949,EN,0.899999976,187.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,1,0,1,0,0,"United States,Texas",3323212232
11/13/21 0:04,11/13/21 0:18,47.185.242.62,100,851,1,11/13/21 0:18,R_2duu1CetIqvGh7n,33.02870178,-96.68260193,EN,0.899999976,187.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,0,0,0,"United States,Texas",3332112332
11/13/21 3:11,11/13/21 3:16,67.170.101.183,100,322,1,11/13/21 3:16,R_2sSwpyFx1QoE8ai,47.61500549,-122.1618958,EN,0.899999976,187.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,1,0,0,1,0,0,"United States,Washington",3332232232
11/13/21 3:11,11/13/21 3:16,67.161.168.216,100,322,1,11/13/21 3:16,R_3LiGbiRATnVWuSj,38.68409729,-121.0675964,EN,0.899999976,187.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,0,0,0,0,0,"United States,California",3323222432
11/13/21 3:11,11/13/21 3:16,98.36.161.87,100,334,1,11/13/21 3:16,R_2ExXvRwCupcuvba,36.75390625,-119.7084961,EN,0.899999976,187.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,1,1,0,1,"United States,California",3223223221
11/13/21 5:23,11/13/21 5:29,72.219.69.251,100,355,1,11/13/21 5:29,R_D7h4RfvAdUOf225,33.70150757,-117.7528,EN,0.899999976,113.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,"United States,California",2323322332
11/13/21 5:13,11/13/21 5:34,74.109.237.19,100,1280,1,11/13/21 5:34,R_3CVEipmJ5jkGQFg,40.47250366,-79.9108963,EN,1.0,187.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,4.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,1,1,0,0,"United States,Pennsylvania",3313323233
11/13/21 5:44,11/13/21 5:53,76.20.190.156,100,512,1,11/13/21 5:53,R_1oI62N3iKIYaaJZ,42.84159851,-84.58170319,EN,0.899999976,187.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,4.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,1,1,0,0,0,"United States,Michigan",4344113144
11/13/21 8:48,11/13/21 8:50,67.8.192.223,100,113,1,11/13/21 8:50,R_1l4qcvWzjrau60I,28.68409729,-81.28119659,EN,0.899999976,187.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,1,0,0,0,0,"United States,Florida",3313112322
11/13/21 13:10,11/13/21 13:16,35.132.90.153,100,350,1,11/13/21 13:16,R_2YAp1mAqsYfssdy,36.84440613,-121.3670044,EN,1.0,187.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,6.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,1,0,1,1,0,"United States,California",3322214214
11/13/21 15:07,11/13/21 15:16,63.142.72.140,100,543,1,11/13/21 15:16,R_2WYfrFygMci1WrJ,39.17329407,-89.64040375,EN,0.899999976,187.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,9.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,1,1,1,1,1,1,"United States,Illinois",4332213211
11/13/21 18:12,11/13/21 18:17,23.120.253.179,100,312,1,11/13/21 18:17,R_21GH0SGsWEy7qPC,37.70449829,-122.0742035,EN,0.800000012,6.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,0,1,0,1,"United States,California",3312222221
11/13/21 19:21,11/13/21 19:22,70.191.20.240,100,69,1,11/13/21 19:22,R_296nVc2QrtXdb0U,36.26249695,-115.1732025,EN,0.899999976,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,6.0,1,3,3,2,2,1,3,2,1,1,1,0,1,1,1,1,1,0,0,0,"United States,Nevada",1232213123
11/13/21 19:26,11/13/21 19:49,50.53.188.109,100,1403,1,11/13/21 19:49,R_3IRa6XKSqBQudck,45.54960632,-122.8292999,EN,0.400000006,77.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,1,0,0,0,0,0,"United States,Oregon",3334222323
11/13/21 19:26,11/13/21 19:52,73.206.100.169,100,1527,1,11/13/21 19:52,R_1mF8pVbA5WSpJNu,29.69000244,-95.25640106,EN,0.899999976,187.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,1,1,0,0,"United States,Texas",3323123222
11/13/21 19:34,11/13/21 19:57,76.102.16.56,100,1377,1,11/13/21 19:57,R_3nlcNrdMTtI3KMM,37.2808075,-121.9571991,EN,1.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,0,1,0,1,0,0,"United States,California",2222112222
11/13/21 19:28,11/13/21 20:01,67.150.17.32,100,1961,1,11/13/21 20:01,R_4GzZlM8g48uHLWx,33.78399658,-118.1853943,EN,0.899999976,61.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,1,0,1,1,1,"United States,California",2221211211
11/13/21 19:27,11/13/21 20:03,73.53.50.255,100,2144,1,11/13/21 20:03,R_1hNkjHYjGLnCZa3,47.49980164,-122.0085983,EN,0.899999976,32.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,1,1,0,0,"United States,Washington",3222223222
11/13/21 19:30,11/13/21 20:03,104.54.35.238,100,1990,1,11/13/21 20:03,R_27P5LJ6Ak2NPb98,34.11000061,-118.2606964,EN,0.899999976,4.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,0,1,1,0,0,"United States,California",3023023222
11/13/21 19:59,11/13/21 20:05,68.49.89.80,100,406,1,11/13/21 20:05,R_37RpzPWJJNU36OR,42.54449463,-83.27890015,EN,0.899999976,6.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,0,1,0,0,"United States,Michigan",2323322222
11/13/21 19:29,11/13/21 20:13,172.90.40.77,100,2663,1,11/13/21 20:13,R_2DOlvALofuAnxc1,33.81599426,-117.9692001,EN,0.899999976,8.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,1,0,0,0,1,0,0,1,0,0,"United States,California",1223222222
11/13/21 20:03,11/13/21 20:14,73.169.251.16,100,688,1,11/13/21 20:14,R_81beuw3pnDU3xpn,48.01319885,-122.0679016,EN,0.899999976,9.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,6.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,0,0,1,0,0,"United States,Washington",3343232243
11/13/21 20:05,11/13/21 20:20,73.3.4.24,100,919,1,11/13/21 20:20,R_9YttX2mYWxEGIdb,39.01690674,-94.31369781,EN,0.899999976,10.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,3.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,"United States,Missouri",3233122332
11/13/21 20:05,11/13/21 20:25,69.42.4.3,100,1180,1,11/13/21 20:25,R_1MQXXhZjThTxecb,37.9447937,-122.0279007,EN,0.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,0,0,1,"United States,California",3144221321
11/13/21 20:22,11/13/21 20:35,64.92.155.243,100,757,1,11/13/21 20:35,R_3hzrNv51dHMNzTu,38.59880066,-107.9953003,EN,0.0,187.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,1,0,0,0,"United States,Colorado",4322223322
11/13/21 20:16,11/13/21 20:37,23.240.37.128,100,1245,1,11/13/21 20:37,R_yJRdywkOHSd2sdr,34.30459595,-118.6844025,EN,0.899999976,5.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,"United States,California",3434434323
11/13/21 20:17,11/13/21 20:38,98.222.63.197,100,1278,1,11/13/21 20:38,R_3m460lfX5BQRSXH,41.70170593,-86.29129791,EN,0.899999976,187.0,1.0,3.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,1,0,0,"United States,Indiana",4332112233
11/13/21 20:11,11/13/21 20:39,64.136.139.66,100,1676,1,11/13/21 20:39,R_3oELWajuUle8iMt,33.99240112,-118.3991013,EN,0.899999976,6.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,0,0,0,0,"United States,California",2222222322
11/13/21 20:38,11/13/21 20:45,45.51.208.71,100,371,1,11/13/21 20:45,R_21iwfa5gMty325K,33.60560608,-117.2662048,EN,0.899999976,3.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,1,0,1,0,0,0,"United States,California",3333223332
11/13/21 20:02,11/13/21 20:45,104.173.60.217,100,2574,1,11/13/21 20:45,R_2b2x6bEkNp5wWdJ,33.73379517,-116.9299011,EN,0.899999976,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1,3,3,2,2,1,3,2,1,1,1,0,0,0,1,0,0,1,0,0,"United States,California",1111222222
11/13/21 20:30,11/13/21 20:56,73.2.27.93,100,1580,1,11/13/21 20:56,R_1FRMSul5SDKCTFO,38.76089478,-121.2866974,EN,0.899999976,27.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,1,0,0,1,1,0,0,1,0,0,"United States,California",1222222222
11/13/21 20:51,11/13/21 21:00,45.49.18.32,100,530,1,11/13/21 21:00,R_rihmsOfCH2J60q5,34.10600281,-118.3607025,EN,0.899999976,9.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,1,0,1,1,0,0,"United States,California",4234223222
11/13/21 20:54,11/13/21 21:04,23.127.181.161,100,571,1,11/13/21 21:04,R_12Q3OGaAyfGFQjU,34.83079529,-82.35070038,EN,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,1,0,0,1,1,"United States,South Carolina",3111111111
11/13/21 20:51,11/13/21 21:06,24.116.253.48,100,880,1,11/13/21 21:06,R_aWOG6h21iOFc06d,44.04159546,-116.978302,EN,0.899999976,31.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,0,0,0,0,"United States,Oregon",3322232332
11/13/21 21:35,11/13/21 21:54,71.203.142.117,100,1152,1,11/13/21 21:54,R_RP6Q5ganEyC2kzn,30.2183075,-81.56210327,EN,0.899999976,187.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,8.0,1,3,3,2,2,1,3,2,1,1,1,1,0,1,1,1,0,1,1,1,"United States,Florida",1322214211
11/13/21 22:03,11/13/21 22:07,99.9.155.160,100,227,1,11/13/21 22:07,R_1GQgjDCY6GmAzXQ,34.19790649,-118.5371017,EN,0.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,1,0,1,0,0,0,"United States,California",3233223332
11/13/21 22:05,11/13/21 22:25,50.125.191.19,100,1205,1,11/13/21 22:25,R_81fJosTvVPZgKgF,47.80299377,-122.3739014,EN,1.0,45.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,1,0,0,"United States,Washington",2221222222
11/13/21 22:06,11/13/21 22:26,72.128.32.213,100,1221,1,11/13/21 22:26,R_1i9TAUHSHcRnsBH,39.14720154,-94.78739929,EN,0.800000012,10.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,1,0,0,1,0,0,0,1,0,0,"United States,Kansas",1222322222
11/13/21 22:08,11/13/21 22:28,76.91.109.57,100,1249,1,11/13/21 22:28,R_8uLho1IqCE1PnJT,34.11000061,-117.2955017,EN,0.899999976,187.0,1.0,3.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,5.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,1,0,0,"United States,California",4332112233
11/13/21 22:29,11/13/21 22:32,68.124.129.197,100,187,1,11/13/21 22:32,R_BQYgliVnpWXHUjv,39.80679321,-121.8670044,EN,0.899999976,8.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,1,0,0,1,1,0,0,1,0,0,"United States,California",1122222222
11/13/21 22:24,11/13/21 22:33,47.185.121.76,100,511,1,11/13/21 22:33,R_2U93mqd0XKTjiWs,32.93209839,-97.28340149,EN,0.899999976,7.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,"United States,Texas",3223434131
11/13/21 22:36,11/13/21 22:45,76.82.254.250,100,526,1,11/13/21 22:45,R_3ijLko4YnxTCu9k,34.14830017,-118.0016022,EN,0.899999976,62.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,3.0,0.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,1,0,0,0,0,0,"United States,California",3233222332
11/13/21 22:28,11/13/21 22:46,23.121.111.83,100,1051,1,11/13/21 22:46,R_2ruorihC0MulhvN,35.23449707,-89.85019684,EN,0.899999976,31.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,5.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,1,1,0,0,0,"United States,Tennessee",3223313332
11/13/21 22:28,11/13/21 22:47,24.10.102.27,100,1146,1,11/13/21 22:47,R_30vICkiWGvGrw3O,38.27229309,-121.2975998,EN,0.899999976,9.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,1,0,0,"United States,California",2221222222
11/13/21 22:32,11/13/21 22:49,73.162.60.204,100,1059,1,11/13/21 22:49,R_qFbTYZmovVCWRqx,37.72200012,-122.164299,EN,0.400000006,187.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,1,0,0,"United States,California",4332112223
